wlan_radio.signal_dbm
-42
-43
-42
-42
-43
-43
-44
-43
-44
-43
-43
-43
-43
-43
-43
-43
-44
-43
-44
-44
-43
-43
-44
-43
-44
-44
-45
-45
-46
-44
-43
-47
-47
-47
-47
-47
-50
-49
-50
-48
-45
-45
-50
-50
-45
-48
-48
-46
-44
-46
-45
-45
-45
-48
-49
-53
-48
-47
-46
-48
-46
-45
-45
-44
-48
-50
-53
-51
-50
-51
-54
-50
-47
-45
-47
-47
-49
-50
-51
-49
-49
-48
-46
-46
-46
-47
-47
-49
-50
-53
-50
-51
-49
-46
-47
-49
-50
-54
-53
-54
-52
-53
-54
-53
-47
-53
-50
-50
-51
-51
-49
-48
-52
-50
-47
-48
-52
-57
-55
-54
-54
-49
-52
-51
-46
-43
-43
-46
-48
-47
-49
-53
-51
-50
-48
-49
-46
-46
-50
-48
-47
-48
-47
-50
-48
-48
-43
-46
-46
-45
-44
-45
-46
-45
-42
-44
-42
-43
-40
-43
-43
-44
-43
-43
-44
-44
-43
-42
-41
-40
-40
-42
-48
-42
-41
-41
-42
-44
-45
-43
-43
-43
-44
-46
-42
-43
-42
-40
-43
-46
-44
-42
-44
-45
-47
-45
-47
-44
-41
-46
-45
-45
-46
-44
-45
-44
-46
-47
-46
-43
-43
-44
-43
-42
-42
-43
-43
-45
-48
-45
-44
-44
-44
-44
-44
-45
-46
-48
-48
-47
-47
-49
-49
-47
-44
-44
-43
-45
-49
-46
-47
-48
-47
-48
-47
-47
-48
-50
-47
-46
-47
-48
-45
-46
-51
-44
-43
-48
-48
-47
-45
-44
-45
-46
-48
-45
-49
-43
-50
-50
-49
-47
-44
-46
-46
-44
-46
-48
-49
-45
-47
-50
-48
-48
-43
-44
-43
-43
-47
-48
-45
-45
-47
-46
-45
-45
-44
-46
-47
-46
-47
-49
-46
-45
-51
-50
-48
-43
-43
-44
-46
-46
-43
-43
-45
-45
-48
-49
-46
-48
-48
-46
-47
-46
-44
-45
-47
-49
-46
-46
-46
-44
-47
-47
-49
-51
-47
-49
-49
-50
-44
-46
-49
-49
-51
-47
-48
-47
-51
-55
-50
-48
-51
-53
-56
-53
-48
-49
-48
-52
-48
-50
-52
-44
-47
-47
-48
-45
-46
-48
-56
-54
-54
-50
-49
-53
-54
-48
-45
-43
-45
-48
-47
-43
-48
-46
-44
-44
-45
-46
-48
-52
-49
-47
-49
-45
-44
-44
-45
-44
-46
-47
-43
-44
-45
-44
-45
-46
-45
-43
-44
-49
-49
-48
-49
-56
-50
-47
-50
-46
-44
-41
-39
-40
-42
-44
-45
-44
-46
-47
-45
-46
-45
-46
-48
-47
-45
-46
-49
-46
-43
-40
-41
-44
-42
-44
-44
-44
-46
-44
-42
-42
-48
-46
-43
-43
-42
-42
-43
-43
-44
-47
-44
-44
-44
-44
-43
-45
-44
-43
-43
-44
-50
-46
-45
-45
-45
-47
-41
-42
-44
-44
-46
-46
-44
-43
-44
-44
-47
-43
-42
-41
-41
-43
-43
-45
-46
-44
-45
-45
-51
-49
-47
-49
-53
-47
-44
-51
-42
-46
-46
-47
-45
-48
-48
-43
-45
-42
-42
-49
-44
-46
-46
-50
-45
-55
-45
-48
-49
-50
-54
-52
-45
-50
-47
-42
-47
-45
-43
-44
-47
-47
-47
-50
-47
-50
-51
-52
-50
-51
-49
-51
-53
-50
-51
-48
-47
-50
-48
-47
-50
-49
-54
-51
-50
-50
-48
-48
-49
-51
-49
-49
-54
-53
-50
-51
-50
-50
-49
-50
-50
-49
-48
-48
-47
-50
-51
-53
-54
-50
-48
-50
-49
-87
-49
-50
-49
-48
-48
-48
-49
-46
-48
-48
-52
-48
-47
-48
-44
-46
-47
-47
-51
-47
-46
-46
-49
-46
-45
-47
-47
-47
-48
-49
-44
-46
-48
-44
-43
-47
-48
-48
-47
-45
-44
-44
-48
-51
-50
-47
-48
-48
-47
-47
-44
-45
-48
-49
-49
-48
-45
-46
-47
-50
-50
-51
-50
-46
-44
-43
-50
-48
-42
-44
-44
-45
-45
-47
-47
-47
-46
-47
-44
-48
-46
-49
-46
-47
-49
-50
-49
-47
-44
-46
-45
-46
-45
-46
-45
-47
-49
-51
-51
-48
-47
-49
-46
-47
-48
-48
-44
-51
-46
-43
-41
-39
-46
-42
-42
-44
-43
-43
-46
-44
-43
-47
-49
-48
-48
-45
-46
-49
-53
-44
-43
-44
-45
-49
-48
-46
-45
-45
-47
-44
-55
-50
-49
-45
-45
-44
-43
-44
-44
-45
-46
-44
-42
-43
-45
-46
-45
-51
-44
-45
-45
-49
-43
-42
-42
-43
-43
-45
-48
-43
-45
-43
-47
-43
-43
-43
-44
-42
-43
-45
-45
-43
-43
-50
-46
-44
-44
-46
-44
-45
-52
-39
-39
-40
-39
-42
-48
-41
-43
-43
-41
-42
-42
-42
-52
-40
-47
-44
-47
-49
-48
-48
-51
-49
-45
-47
-47
-43
-43
-42
-42
-44
-43
-42
-42
-41
-41
-41
-41
-41
-42
-42
-44
-44
-41
-42
-42
-46
-45
-43
-44
-47
-44
-43
-41
-43
-43
-44
-42
-44
-47
-44
-45
-44
-44
-45
-44
-45
-43
-46
-45
-46
-47
-47
-50
-46
-44
-45
-45
-46
-46
-48
-44
-44
-46
-47
-44
-46
-47
-47
-47
-47
-48
-48
-44
-48
-45
-47
-49
-44
-43
-43
-44
-47
-46
-44
-52
-44
-44
-42
-46
-45
-44
-45
-45
-45
-47
-50
-47
-45
-43
-46
-45
-44
-43
-41
-42
-44
-43
-48
-48
-44
-46
-45
-49
-54
-53
-52
-53
-50
-46
-50
-52
-47
-46
-46
-44
-45
-47
-43
-45
-46
-51
-46
-43
-42
-42
-47
-46
-45
-43
-44
-45
-48
-48
-46
-46
-47
-47
-50
-47
-47
-44
-45
-51
-46
-42
-42
-43
-44
-46
-48
-47
-43
-42
-41
-41
-43
-44
-43
-44
-45
-44
-43
-43
-45
-45
-42
-42
-41
-42
-50
-56
-48
-49
-50
-46
-48
-46
-46
-48
-45
-47
-45
-42
-42
-43
-40
-40
-41
-44
-42
-42
-40
-40
-42
-41
-41
-44
-44
-47
-45
-46
-46
-44
-41
-42
-42
-42
-51
-50
-46
-46
-45
-47
-45
-43
-42
-42
-44
-51
-51
-50
-52
-56
-49
-50
-50
-49
-46
-44
-41
-45
-43
-44
-45
-48
-51
-50
-46
-44
-47
-48
-47
-48
-50
-51
-53
-47
-42
-44
-45
-44
-48
-46
-45
-41
-44
-45
-43
-39
-41
-43
-40
-43
-43
-45
-43
-46
-44
-45
-47
-50
-48
-48
-52
-52
-53
-50
-48
-50
-48
-48
-48
-51
-47
-49
-48
-46
-47
-45
-46
-47
-47
-48
-48
-47
-43
-44
-45
-47
-45
-46
-46
-46
-47
-42
-40
-41
-40
-40
-44
-45
-43
-43
-47
-50
-49
-45
-44
-44
-46
-46
-43
-45
-45
-44
-45
-48
-49
-47
-47
-48
-48
-47
-49
-47
-50
-49
-47
-48
-45
-44
-43
-44
-44
-43
-44
-43
-42
