wlan_radio.signal_dbm
-35
-38
-45
-41
-45
-51
-53
-55
-58
-60
-55
-55
-58
-55
-50
-62
-56
-52
-62
-65
-56
-56
-55
-58
-54
-57
-63
-53
-56
-58
-57
-62
-62
-62
-57
-54
-64
-59
-53
-53
-56
-61
-62
-61
-60
-64
-74
-71
-66
-58
-60
-61
-61
-64
-63
-62
-62
-62
-63
-65
-67
-61
-65
-63
-62
-63
-64
-62
-65
-64
-64
-64
-64
-64
-63
-61
-62
-63
-64
-64
-65
-65
-63
-64
-68
-70
-67
-66
-68
-68
-68
-67
-65
-67
-69
-72
-75
-72
-73
-76
-75
-79
-82
-79
-77
-78
-81
-80
-79
-75
-78
-75
-77
-82
-79
-74
-78
-72
-80
-83
-78
-73
-70
-77
-76
-74
-75
-73
-77
-79
-80
-72
-80
-74
-70
-66
-68
-74
-70
-70
-66
-62
-64
-70
-67
-63
-63
-62
-60
-58
-58
-60
-65
-66
-64
-62
-59
-57
-55
-55
-57
-62
-64
-62
-59
-58
-57
-62
-62
-63
-58
-59
-58
-59
-66
-62
-61
-60
-59
-58
-59
-59
-57
-57
-58
-61
-63
-66
-63
-59
-55
-57
-64
-66
-71
-65
-69
-69
-62
-64
-63
-62
-62
-59
-55
-56
-57
-55
-60
-63
-64
-67
-77
-63
-60
-58
-60
-61
-61
-58
-67
-61
-58
-60
-69
-64
-62
-57
-56
-55
-54
-55
-59
-59
-61
-60
-57
-58
-56
-57
-54
-57
-54
-53
-52
-60
-61
-57
-53
-51
-49
-53
-61
-68
-62
-56
-55
-57
-54
-60
-60
-60
-50
-50
-44
-39
-40
-37
-37
-32
-27
-31
-30
-32
-33
-35
-36
-32
-35
-33
-36
-39
-45
-54
-48
-49
-49
-53
-65
-63
-57
-55
-59
-67
-74
-66
-65
-77
-68
-64
-64
-66
-68
-66
-65
-62
-64
-64
-63
-63
-65
-76
-68
-65
-66
-66
-74
-72
-80
-75
-67
-65
-60
-60
-62
-60
-61
-58
-60
-62
-66
-68
-62
-64
-69
-68
-56
-54
-60
-63
-54
-55
-61
-69
-67
-65
-65
-62
-60
-58
-61
-63
-65
-66
-66
-65
-67
-68
-75
-74
-72
-68
-63
-65
-70
-70
-68
-70
-69
-66
-73
-70
-66
-68
-72
-70
-67
-67
-69
-72
-71
-71
-77
-79
-83
-80
-82
-82
-81
-74
-70
-75
-74
-74
-73
-73
-76
-73
-76
-74
-74
-75
-76
-83
-75
-76
-76
-80
-80
-79
-79
-80
-80
-79
-77
-76
-79
-79
-77
-77
-74
-72
-71
-74
-70
-70
-69
-70
-67
-67
-66
-64
-65
-70
-71
-62
-56
-54
-57
-60
-60
-58
-56
-55
-55
-55
-56
-57
-58
-59
-58
-56
-54
-54
-53
-54
-55
-55
-56
-55
-55
-57
-57
-57
-59
-59
-56
-55
-57
-56
-57
-55
-55
-55
-58
-59
-58
-58
-58
-57
-57
-55
-55
-57
-56
-54
-52
-53
-54
-54
-53
-52
-52
-53
-54
-56
-56
-54
-55
-55
-54
-55
-53
-54
-53
-54
-52
-52
-51
-51
-49
-48
-48
-51
-50
-50
-50
-53
-55
-54
-52
-53
-52
-52
-53
-54
-55
-52
-53
-52
-51
-53
-51
-50
-50
-50
-49
-50
-51
-53
-52
-51
-49
-49
-49
-51
-52
-53
-53
-55
-48
-49
-51
-49
-49
-50
-50
-52
-50
-48
-51
-46
-50
-49
-47
-45
-46
-46
-47
-47
-47
-47
-61
-53
-53
-53
-53
-51
-57
-49
-47
-45
-41
-37
-34
-30
-31
-36
-38
-39
-44
-63
-50
-50
-56
-57
-53
-55
-71
-57
-53
-55
-74
-60
-56
-62
-62
-61
-64
-61
-61
-60
-60
-62
-66
-62
-60
-56
-60
-62
-62
-66
-69
-66
-64
-59
-55
-55
-59
-58
-63
-63
