wlan_radio.signal_dbm
-33
-38
-44
-42
-46
-52
-54
-55
-58
-60
-56
-56
-59
-54
-51
-63
-57
-53
-62
-64
-57
-55
-55
-58
-55
-55
-63
-54
-56
-58
-58
-63
-63
-61
-57
-55
-65
-60
-53
-54
-57
-62
-62
-62
-60
-64
-75
-71
-65
-58
-61
-62
-62
-64
-63
-62
-62
-62
-62
-66
-68
-62
-65
-64
-63
-64
-64
-64
-65
-65
-65
-65
-66
-64
-62
-62
-62
-63
-64
-64
-66
-66
-64
-65
-69
-71
-67
-66
-68
-69
-69
-67
-67
-68
-70
-72
-75
-72
-73
-76
-76
-79
-83
-79
-79
-77
-81
-79
-74
-76
-76
-77
-81
-78
-73
-77
-71
-80
-82
-79
-74
-71
-77
-75
-73
-73
-75
-77
-80
-79
-72
-80
-74
-72
-67
-69
-74
-71
-69
-67
-64
-64
-71
-67
-64
-62
-62
-60
-60
-60
-61
-64
-66
-64
-63
-59
-57
-57
-57
-58
-64
-64
-63
-60
-58
-58
-62
-64
-63
-59
-59
-58
-60
-66
-63
-60
-60
-58
-60
-60
-60
-57
-57
-58
-62
-63
-66
-63
-59
-56
-58
-65
-66
-72
-66
-68
-68
-62
-64
-64
-63
-63
-60
-56
-58
-56
-60
-64
-65
-67
-77
-62
-61
-57
-60
-61
-60
-60
-66
-63
-58
-60
-70
-65
-62
-57
-57
-54
-56
-57
-59
-59
-61
-60
-59
-57
-56
-56
-55
-58
-55
-54
-52
-62
-62
-59
-55
-51
-50
-54
-61
-68
-62
-57
-55
-57
-54
-61
-63
-58
-49
-49
-44
-40
-39
-39
-37
-32
-29
-29
-30
-33
-34
-36
-37
-35
-35
-35
-36
-38
-46
-54
-50
-50
-52
-51
-55
-66
-63
-56
-56
-61
-67
-75
-67
-65
-77
-68
-67
-63
-65
-67
-66
-63
-65
-65
-62
-63
-65
-76
-68
-65
-65
-66
-73
-71
-72
-80
-75
-67
-66
-62
-62
-63
-61
-61
-59
-62
-64
-66
-68
-63
-66
-68
-69
-56
-54
-59
-63
-55
-62
-70
-67
-65
-64
-63
-60
-59
-61
-63
-66
-65
-68
-65
-66
-69
-76
-73
-72
-68
-64
-66
-69
-70
-68
-69
